2,27-Sep-09,Hopper's,"Ricky Fargo(Brunch, 11-2)/Karaoke with Lee Kearns (8-12)",Huntsville,Sunday,Live Music
5,30-Sep-09,Hopper's,Lil' Ed (8-12),Huntsville,Wednesday,Live Music
7,2-Oct-09,Hopper's,Peter and the Wolf (8:30),Huntsville,Friday,Live Music
8,3-Oct-09,Hopper's,Peter and the Wolf (8:30),Huntsville,Saturday,Live Music
9,4-Oct-09,Hopper's,"Ricky Fargo(Brunch, 11-2)/Karaoke with Lee Kearns (8-12)",Huntsville,Sunday,Live Music
12,7-Oct-09,Hopper's,Lil' Ed (8-12),Huntsville,Wednesday,Live Music
14,9-Oct-09,Hopper's,Peter and the Wolf (8:30),Huntsville,Friday,Live Music
15,10-Oct-09,Hopper's,Peter and the Wolf (8:30),Huntsville,Saturday,Live Music
16,11-Oct-09,Hopper's,"Ricky Fargo(Brunch, 11-2)/Karaoke with Lee Kearns (8-12)",Huntsville,Sunday,Live Music
19,14-Oct-09,Hopper's,Lil' Ed (8-12),Huntsville,Wednesday,Live Music
21,16-Oct-09,Hopper's,Peter and the Wolf (8:30),Huntsville,Friday,Live Music
22,17-Oct-09,Hopper's,Peter and the Wolf (8:30),Huntsville,Saturday,Live Music
-1,24-Sep-09,Humphrey's Bar & Grill,Microwave Dave and the Nukes,Huntsville,Thursday,Live Music
0,25-Sep-09,Humphrey's Bar & Grill,MoonTaxi,Huntsville,Friday,Live Music
1,26-Sep-09,Humphrey's Bar & Grill,Black eyed Susan,Huntsville,Saturday,Live Music
3,28-Sep-09,Humphrey's Bar & Grill,Open Mic w/ Microwave Dave,Huntsville,Monday,Live Music
4,29-Sep-09,Humphrey's Bar & Grill,Tyler Reeve Band,Huntsville,Tuesday,Live Music
5,30-Sep-09,Humphrey's Bar & Grill,Garrett Tucker Band,Huntsville,Wednesday,Live Music
6,1-Oct-09,Humphrey's Bar & Grill,Ben Deigman,Huntsville,Thursday,Live Music
7,2-Oct-09,Humphrey's Bar & Grill,Live Music,Huntsville,Friday,Live Music
8,3-Oct-09,Humphrey's Bar & Grill,Live Music,Huntsville,Saturday,Live Music
10,5-Oct-09,Humphrey's Bar & Grill,Scott Morgan Open-mic ,Huntsville,Monday,Live Music
11,6-Oct-09,Humphrey's Bar & Grill,Watson and Nash,Huntsville,Tuesday,Live Music
12,7-Oct-09,Humphrey's Bar & Grill,Toy Shop,Huntsville,Wednesday,Live Music
13,8-Oct-09,Humphrey's Bar & Grill,Cash,Huntsville,Thursday,Live Music
14,9-Oct-09,Humphrey's Bar & Grill,Live Music,Huntsville,Friday,Live Music
15,10-Oct-09,Humphrey's Bar & Grill,Scott Holt,Huntsville,Saturday,Live Music
17,12-Oct-09,Humphrey's Bar & Grill,Open Mic w/ Scott Morgan,Huntsville,Friday,Live Music
18,13-Oct-09,Humphrey's Bar & Grill,Live Music,Huntsville,Saturday,Live Music
19,14-Oct-09,Humphrey's Bar & Grill,Juice,,,
